ID,NAME,IDCARD,BIRTHDAY,PROVINCE,ADDRESS,PHONE,EMAIL,PASSPORTID,JUNGUAN,BANKCARD,ZUOJI,NASHUI2,GONGSHANG,QIYE,PROFESSIONAL,COMPANY,JIAZHAO,CHEJIAHAO,CHEPAIHAO,XUEWEI,ZHENGJIANHAO
69,高尔珍,542331193901257885,1933-11-25,山西省柳林县,甘肃省常州市亭湖区潞城镇嘉州枫景苑8幢乙单元663室,17505526753,wansipanyao@y15bv.com,S54647280,南字第61482806号,6229819220800616041,0710-64561155,091507214729158424,330783510516048,34454496-8,殡仪服务员,天津市虾小米科技有限公司,511060770414,6TE8GCKA4PXDG2045,贵D8P6M4,开放性肝破裂,140726194810264923
70,答普媛,410326199203238906,1999-02-13,重庆市彭水县,安徽省阜阳市相城区雕庄朝阳花园70幢丙单元4413室,18948500132,taifuyao@mkq5p.mobi,P52341973,南字第15715581号,6258253574831245895,0632-65664464,84510725579283851R,120113750215898,07785629-6,其他家畜饲养人员,青岛柳沟小米种植专业合作社,431209810784,X98YT2DG6YL8S9420,黑GQSRHH,出血性大肠埃希氏菌肠炎,广字第80531300号
71,鲍潇燕,350111199207319103,1999-07-20,甘肃省兰州市,安徽省零安市相城区丽华二村9825幢甲单元634室,18579649824,qiguanqiqin@s5yvt.net,G21574568,政字第45945859号,6215321565411771548,0896-69393921,154290009628710783,640121333005651,88020993-6,感光材料检验工,北京维喜农业发展有限公司,341405074638,RZ2BCA9L82GV87105,辽DYUWLY,非破裂性颅内脑动脉瘤,政字第75151668号
72,声濮阳,330326196810025589,1974-03-01,上海市虹口区,江苏省常州市鼓楼区清潭嘉苑52幢乙单元767室,15782677693,huyanyeyun@ss3bi.shop,D08007057,沈字第62481420号,6225040009614446995,0903-57476414,38370828950183919P,371728033896782,08546385-5,其他工件表面处理加工人员,镇江来伊份食品有限公司小米山路店,542343855665,40WX5CZ94MT1H4623,苏C24YFH,肛周溃疡,P80546530
73,郁潇艳,430423197202306373,1962-06-17,安徽省杜集区,山东省常州市亭湖区湖塘镇中村胡家村8号,15935613672,libingyu@dupmq.net.cn,P09629525,成字第23350246号,3568579095920047143,0728-58093396,965203017209598703,433130723095675,43383233-9,幼儿教师,黑龙江贡谷商贸有限公司,652383454575,PM5FJA7D5LVBX7316,苏L0L7FH,耳流脓,E35138338
74,逯灵薇,33080219840517843X,1969-01-15,江苏省连云港市,安徽省合肥市相城区红梅姐道竹林村委薛家塘7号,18855640694,kuangpeiwen@zuf97.cn,P96985094,政字第95146923号,6250581835567202255,0838-21147071,06652122353747059P,411725975003624,02740260-8,畜禽产品检验工,成都市天强养殖有限责任公司,140292115251,WXTZMFJSXY9ZR9204,蒙B8EZ62,氨气意外中毒,兰字第66281607号
75,占梦安,532529200003083684,1930-04-04,山东省桓台县,河南省常州市潞城镇潞城花苑27幢甲单元058室,15677490416,tangnandi@fxnzn.top,D69369768,沈字第47692260号,6216512098675286976,0594-27033151,55330502316898793A,611001926570687,54397975-3,火工装药工,上海小米服饰商行,210495404757,DBWYXMVF2W7PU2146,藏GFATRQ,森林脑炎,130432195105150326
76,禄初夏,210282198311241786,1986-08-01,山西省繁峙县,河北省常州市亭湖区潞城镇华丰路嘉州枫景苑28幢甲单元889,17143606799,laoweishan@8d4qd.com,S55083815,装字第62733051号,6223252247843645296,0730-69376213,11510822387583651F,340204823849447,38953646-X,戏剧演员,广州小米农业发展有限公司,511142856605,GXFW8U548JH9L4805,沪AZEWN0,先天性醛固酮过多症,海字第58786181号
77,福佩琼,542526198404238838,1950-01-10,陕西省凤县,安徽省合肥市相城区华润国际9幢756室,15104672569,fuxueqiao@a8c0r.cn,G95452420,广字第40367998号,6221044192316503480,0858-55056950,966323236934156790,520121568768510,90430842-X,油脂制品工,章丘市龙山小米产销专业合作社,230828679258,90DSFLJ21GCEG6982,鄂PHTUAE,中暑热,广字第70043753号
78,兴汝洁,622927196807263084,1929-07-27,青海省治多县,山西省济南市戚墅堰区花溪兰亭6幢623室,13556272296,zhanpihong@ebk5p.top,G98643093,政字第57288352号,6228890071074846069,0734-97292380,05130702831716061A,110229736515231,56334096-5,其他印染人员,四川小米渣科技有限公司,532809635860,FSJ360D47AF5R3926,冀B0VWJB,霉菌性肺炎,D24754635
79,禾稀,431227197107303153,1989-11-25,湖南省怀化市,甘肃省常州市鼓楼区怡美花园6幢甲单元23441室,14724835466,diaomanxiang@kvnpo.net.cn,P37775874,装字第66445031号,6221496575922331994,0510-82880772,215227301119491959,511724563028067,34242878-7,其他火药制造人员,前郭县乌兰塔拉乡小米农机专业合作社,370214124042,AZJHS4M96P1YG6328,皖KVQJCM,双侧传导性听觉丧失,440507199804158060
80,靖水绿,431223196606211501,1983-02-08,贵州省黔南州,安徽省阜阳市相城区雕庄朝阳花园88幢丙单元943室,14520115246,huangfumengfan@dqer6.info,E65239430,兰字第34433005号,6217803031755618798,0919-68874082,43522225389823383D,520103698715126,22034387-3,焦化工程技术人员,丰联酒业控股集团有限公司,130843643281,9ZJ6UCAH4197D3052,蒙A9A5C3,胃十二指肠溃疡伴穿孔,G66751543
81,毛尉迟,320282199001244025,1937-04-07,山东省高青县,江苏省扬州市相城区新城尚东区23幢甲单元4889室,18998121168,ganyoumei@sjrr0.com.cn,P52615892,后字第45390716号,6217474383414656562,0532-65840580,091302024065973862,520628580638423,92657293-4,矿井机车运输工,山西北方水城小米开发有限公司,451060352876,CKUWM4X95VATS4719,新CL80QL,阴道息肉,421181194206051120
82,潭佩玲,632823196505204995,2000-09-21,浙江省丽水市,江苏省常州市亭湖区河苑新村68幢乙单元757室,18906855197,gururu@qyvul.info,D69252147,海字第33053649号,6228972804784058471,0893-20633025,553505243430872932,110104492192309,83447335-7,冷冻提硝工,宁波小米家庭电器有限公司,511822685095,U3VCJFD09YYKB4186,藏FWA1T8,缺血性胸痛,220582195210230433
83,邹盟文,411422197308098489,2000-08-25,海南省屯昌县,浙江省宁波市镇海区站北新村22幢丙单元030室,15683529816,qixihai@7ygsi.cn,S04407064,北字第40058267号,5201949110413692526,0819-49293361,143413249981500831,130201209265736,70563886-4,其他非金属矿及其制品生产加工人员,寻乌县小米辣椒专业合作社,511027090442,7T6CEKP83LSJM6105,浙J50D5F,喉损伤,620725195203106299
84,窦盟杨,140781199304155422,1968-04-08,云南省德宏州,甘肃省常州市武警去湖塘镇新城域花园241幢丁单元9415室,13650590153,kuangaoyu@kv27k.top,P93564079,成字第74407003号,9400271281746443804,0591-31431145,934311014946802962,231085350287613,83792895-1,录音师,枣庄市小米山泉食品有限公司,451292608797,VR41GZM51DUB22467,鲁W33P3J,法洛法乐五联症,D65962158
85,芒霆婷,320481194712111298,1946-01-13,河北省栾城区,安徽省零安市亭湖区牌楼巷410号0414136,14883374167,xuanpichang@cvkva.mobi,E85834086,沈字第05202408号,6217304737231385836,0514-23924331,98421224125657675G,321203621348210,98692960-8,光盘复制工,昆山小米自动化科技有限公司,510821019322,YDKUTVZR57G4Z8210,云EP5A95,维生素缺乏症,广字第84717420号
86,包文利,350403196905121420,1987-04-06,浙江省绍兴市,江苏省扬州市相城区新城尚东区27幢甲单元4293室,18910203459,shiweixiong@ot8n8.info,E41522665,南字第56220910号,6213771096333574422,095582446510,29370300508324614G,530922356071475,92433703-3,其他基础件、部件装配人员,深圳小米链网络科技有限公司,431236917591,RFZDYAC17RLXY3984,苏K51BJ0,枢椎枕骨并联,兰字第85919838号
87,斋妹红,140722197212314685,1956-08-07,河北省魏县,江苏省常州市亭湖区河苑新村416幢乙单元324室,15832539076,haxialan@dklcd.com.cn,S08411270,参字第04829689号,6258095737451556089,0712-82660938,29131022784047132N,612600732026870,96637489-5,美发师,小米通讯技术有限公司大连分公司,420175018935,LF403RK91CHFM2379,甘BSBNJQ,消化系统疾病家族史,装字第74280352号
88,雀潇雪,420526193901227644,1943-10-10,云南省泸水市,安徽省合肥市相城区华润国际4幢763室,13891063420,kongcengyixuan@tm1a6.info,S63998447,成字第62714841号,6222029813951709507,0661-70183087,43610831228970242L,320000255822908,64953989-5,其他航空运输服务人员,徐州小米商贸有限公司,440920697522,SAXF97D84MJVX9168,鲁EEJDR6,其他二尖瓣先天性畸形,G43055928
89,侯元彤,532621194909218182,1970-02-22,福建省浦城县,山东省常州市亭湖区湖塘镇中村胡家村0号,13756371725,suweiwei@3vcwq.net.cn,D65519002,济字第83177287号,5566104521642092980,0798-21626970,05513435572414963U,130725459384623,54009566-1,道路与桥梁工程技术人员,西安小米五金建材批发部,340649547822,PGJ0HB7Z1X9VK7095,湘NEFH6B,化脓性脊髓炎,S27793744
90,危汲,532724196006258347,1936-06-19,山西省繁峙县,山东省德州市戚墅堰区丁堰街道小圆村58号,18912376210,zhedaixuan@cevti.top,P00257352,后字第87768100号,6218147462638544260,0716-64736692,283504268373347889,420984898540263,40308555-5,固井工,江苏小米餐饮管理有限公司,433103439813,8GE53H0S2KV479376,新PPY9JC,良性家族性慢性天疱疮,广字第44977956号
91,邰伟伟,210602197708300719,1950-08-26,湖北省鄂城区,吉林省通化市黄朗名园07栋417407号,18617760978,duxiangru@33naf.net.cn,S41837192,广字第76323480号,6224663601930216737,0837-94031026,07211011040011186X,520200449629837,38740867-5,木材水解工,西安小小米餐饮娱乐有限公司,410398817553,1M92S8646SHTJ5219,甘EGLY9R,股静脉血栓形成,D79341532
92,诸葛沂,50011219540816807X,2004-11-10,来宾市合山市,安徽省淮南市相城区崔堤半岛花园67幢甲单元7595室,17229228924,zhaomanyu@xf4aw.info,P12029014,空字第43597920号,6216021141494886446,0910-86727050,773704044576292216,611022396766519,68800888-6,草地监护员,江都区仙女镇小米绿色水果店,210159133663,8HT0URD66CDYH7862,云DCSFZV,其他和未特指部位皮肤和皮下组织脂肪瘤样良性肿瘤,P84927007
93,车漫婷,45032319861209576X,1999-06-11,河北省秦皇岛市,山东省常州市戚墅堰区丁堰镇芳渚村委段家塘99号,17772718821,dunaobo@w9ols.net.cn,E37067162,成字第77803699号,6215309785992156598,0468-77173896,23341001286155088Y,650105737920455,26754859-3,放射科医师,常德市小米装饰有限公司,533230193246,R0T94XHC0RBES5027,京L4LPNH,化脓性脊柱炎,P90239474
94,昂文宏,320682194206107664,1929-03-19,安徽省八公山区,宁夏回族自治区中卫市亭湖区河苑家园841幢甲单元403室,13571573161,fanbingqian@9pbt1.net,D23184063,广字第33376158号,6250958606160277068,0870-91185334,75350802290971895C,610100524966660,26299527-1,建筑五金制品制作工,湘潭米小米食品有限责任公司,230819936242,R9FEZG3KX5HM85896,黑HUF1B8,肥皂粉意外中毒,S28464455
95,于赓泽,150526197207271066,1979-01-09,河北省沧州市,江苏省常州市新北区前桥新村66幢甲单元806室,13532077239,toubinqian@4vulr.shop,D52055533,兰字第89873787号,6223190362081740272,0515-76995070,751405214082866673,350782250767474,36899230-0,抽纱挑编工,小米福食品有限公司,370692681462,GKLMHT5X3CDUV4028,苏UJHA51,躯干部交界恶性肿瘤,E91508665
96,井芙,610431194403190338,1936-07-26,广东省始兴县,江苏省常州市亭湖区河苑新村95幢乙单元894室,17563121427,jiruyi@qshj9.site,G99352265,海字第97961804号,6259967793803454815,0715-37434706,77330198120933961P,110117887042236,79496772-2,其他办事人员和有关人员,德阳小米派门窗有限公司,231138391709,7E3TUMWLXLBZ32491,沪K1R68J,白细胞增多症,P32191838
97,焉严青,510422194301157713,2001-06-04,山西省娄烦县,甘肃省常州市鼓楼区怡美花园5幢甲单元6029室,15886806571,tangwenxuan@763tb.net,D44159876,北字第59437433号,6201487145674868107,0351-24120487,05610830858454100Y,653131757534842,26596259-8,飞行领航员,惠州市小米格家具有限公司,131038935166,12V4FSDE8AXTL5493,桂K6KHLD,不全截瘫,340302195408031776
98,蓬代芹,140923198302173232,2000-04-25,江苏省阜宁县,江苏省常州市相城区茶山街道丽华村委虞家村46号,17763532763,bibinwen@i6p7v.com.cn,G48227998,南字第65291727号,6207074480659179451,0458-63541274,92520623787136547A,513200097327957,23872652-2,其他鞋帽制作人员,河北华瑞农源小米加工有限公司,542285661416,6GAWCZSTXWMX36132,豫B3VRXA,人工流产后休克,D00730784
99,文漫茹,511304194205202169,1991-05-27,锡林郭勒盟东乌旗,安徽省合肥市相城区红梅姐道竹林村委薛家塘7号,18976384406,quanqiqi@0bi62.com,S67505588,北字第31345902号,6224102471046787669,0392-63375091,76450603369606887C,610203869870754,33883486-2,其他炸药制造人员,四川小米汽车服务有限公司,130724459603,C6ZDTJ780HU6V5460,甘BJ1W72,其他骨软骨发育不良伴有管状骨和脊柱发良缺陷,海字第04543637号
100,聂毓华,43060319491203604X,1965-04-11,河北省南宫市,山东省临沂市亭湖区湖塘镇中村胡家村2号,18568035134,huangfuxiaoyao@vy4ve.info,P23785457,海字第20182286号,6225665305637426731,0971-46293449,32421381177665857F,611000262249865,94473087-9,结晶工,青岛柳沟小米种植专业合作社,150598391865,SRFUXM3684L4U1452,津HTU17E,胎儿和新生儿受母体未特指情况的影响,E82491126
101,巨漫红,210105197110149227,1966-10-08,甘肃省临夏州,宁夏省常州市亭湖区横山桥镇领秀江南52幢乙单元524室,13722585360,zhufeili@cyge7.com,P69788595,参字第01682645号,6858007375441562273,0439-26450388,19610112498833354N,120111120060433,06538048-9,装甲车辆装配检验工,深圳市芙朵语贸易有限公司,131186484839,TLWZBAF94TK358509,川MBMLD4,骨质破坏原因不明,成字第14051863号
102,兆沅婷,513422198605265597,1926-03-27,河北省衡水市,河北省常州市亭湖区潞城镇华丰路嘉州枫景苑94幢甲单元9641,18528707959,yanzhongling@mivf8.net,G70210202,南字第67034739号,5149578597410242231,0906-38128714,933311268250457200,420581482082136,92735727-5,其他航空产品试验人员,余姚市小米餐饮管理有限公司,450610688238,FTU3HRM71RTK70693,吉CW91SA,去除敷料随诊医疗,623023195603110037
103,呼妹飞,422823196501254806,1987-09-04,安徽省镜湖区,安徽省合肥市相城区红梅姐道竹林村委薛家塘41号,18607424762,machengjie@6dbs2.shop,D34098915,装字第56495812号,6217815242337250978,0814-66787970,47220284221214483Y,510502081886228,47207669-5,其他皮革、毛皮加工人员,杭州小米渣网络科技有限公司,522676766668,AT7CSX8W9WBXD9520,陕B6K11S,经管道分发的气体中毒意图不确定的,政字第01331322号
104,濯妹霞,500238199711179094,1933-01-02,浙江省柯城区,山西常州市鼓楼区陈度苑6幢甲单元094室,13717664462,yangbanlian@okd0h.shop,S41213624,北字第34141657号,6224781166936048507,0833-22875935,45532625387046920N,530827555163757,72480597-1,玻璃纤维制品工,深圳市玉小米科技有限公司,370623834033,7ES51PKZ844X61862,新L2PQVK,风湿热,511323199802166313
105,哈疾,632723198107139933,1955-06-05,河南省平顶山市,安徽省合肥市鼓楼区西林街道邹傅村委朝东王家村60号,13560897856,wengwansi@995al.mobi,G05374475,参字第36557815号,6223277288144737565,0476-66541547,08211400903239966U,211201221534014,44559774-3,导游,德州小米机床工具有限公司,431024781954,B5P0TSJLXSC968932,陕CUX717,喉和气管及肺的烧伤,320211197107170349
106,理妹儿,370923200003035676,1927-05-19,通辽市霍林郭勒市,山西常州市鼓楼区陈度苑3幢甲单元863室,15185675327,luotianqing@vbj17.info,G69397171,兰字第93909130号,6233374940438642445,0527-92371617,611528229392412500,420900595538322,90259894-5,硝酸生产工,小米福食品有限公司,421159558442,Z72564SG46CZ83610,吉BMGE0U,硬脑膜下积水液,北字第05591374号
107,欧凛,350481195901270693,1968-11-19,河南省南阳市,山东省德州市戚墅堰区丁堰街道小圆村88号,14656536059,tuobawenbo@0l2hq.shop,P87332784,空字第71488381号,3568812455186322183,0311-22124214,14520326328631887J,340311621130137,27305288-5,电子计算机(微机)维修工,淮安小米工贸有限公司,310123946417,34STLHE58XJUS7826,京DHMB8B,大肠杆菌性关节炎,51078119731102851X
108,池冰玉,330102196206079503,1971-09-10,江西省濂溪区,江苏省常州市相城区工人新村南83幢324室,18315603002,wuyinhao@7tf9x.shop,E91395152,装字第59629701号,6210208932935258601,0574-58350171,411310007939298984,330903062282880,73430948-8,文学、艺术研究人员,深圳小米电器有限公司,330940271394,HYW5FAM378H6A3208,皖LW0W4U,皮质下大脑半球的脑内出血,北字第69868265号
109,来漫萍,340304196606261713,1943-08-12,河北省邯郸市,山西省扬州市亭湖区河苑家园26幢丁单元056室,15869769607,huixiyao@5b44n.top,P14961459,参字第02882327号,6217599479632123771,0595-20767585,431302831001064484,230407942849824,48458235-X,物业管理员,邯郸小米美容服务有限公司,330798043362,BXRDJ10L36TFU8647,京NLCWQL,胡勒沙伊氏综合症,E69089588
